CustomerKey,FirstName,MiddleName,LastName,BirthDate,MaritalStatus,Gender,email,AnnualIncome,TotalChildren,EducationLevel,Occupation
19431,Bonnie,,She,16-02-1975,S,F,bonnie5@adventure-works.com,20000,0,Partial College,Manual
19432,Armando,L,Dominguez,09-09-1980,S,M,armando13@adventure-works.com,20000,0,Partial College,Manual
19433,Bridget,A,Raje,01-06-1975,M,F,bridget16@adventure-works.com,30000,0,Bachelors,Clerical
19434,Geoffrey,E,Ashe,18-07-1980,S,M,geoffrey6@adventure-works.com,30000,0,Bachelors,Clerical
19435,Benjamin,,Thompson,16-07-1980,M,M,benjamin52@adventure-works.com,30000,0,Bachelors,Clerical
19436,Gregory,,Pal,31-03-1975,M,M,gregory15@adventure-works.com,30000,1,Bachelors,Clerical
19437,Kelsey,L,Rai,21-05-1980,S,F,kelsey16@adventure-works.com,40000,0,Graduate Degree,Clerical
19438,Shannon,,Hu,16-09-1980,M,F,shannon19@adventure-works.com,40000,0,Graduate Degree,Clerical
19439,Franklin,C,Xu,11-09-1974,S,M,franklin11@adventure-works.com,40000,0,Graduate Degree,Clerical
19440,Alicia,L,Sharma,23-12-1974,M,F,alicia7@adventure-works.com,40000,0,Graduate Degree,Clerical
19441,Dale,L,She,17-07-1974,S,M,dale0@adventure-works.com,40000,0,Graduate Degree,Clerical
19442,Connor,L,Hill,21-10-1985,S,M,connor43@adventure-works.com,50000,0,Graduate Degree,Skilled Manual
19443,Dominic,,Raman,30-09-1962,M,M,dominic12@adventure-works.com,20000,2,Partial College,Manual
19444,Kayla,,Thomas,31-08-1973,M,F,kayla11@adventure-works.com,10000,2,High School,Manual
19445,Emma,C,Thompson,07-08-1973,M,F,emma14@adventure-works.com,10000,2,High School,Manual
19446,Bridget,C,Nath,06-10-1973,M,F,bridget20@adventure-works.com,40000,0,Graduate Degree,Clerical
19447,Yolanda,,Simpson,20-12-1973,M,F,yolanda2@adventure-works.com,40000,0,Graduate Degree,Clerical
19448,Meagan,C,Fernandez,03-09-1972,S,F,meagan15@adventure-works.com,20000,1,Partial College,Manual
19449,Nuan,,Yuan,10-02-1932,M,M,nuan4@adventure-works.com,10000,4,High School,Manual
19450,Keith,,Lal,17-08-1972,M,M,keith11@adventure-works.com,30000,1,Bachelors,Clerical
19451,Pedro,F,Sara,20-03-1972,S,M,pedro10@adventure-works.com,10000,4,Partial High School,Manual
19452,Jacob,V,Anderson,17-12-1972,M,M,jacob9@adventure-works.com,40000,0,Bachelors,Clerical
19453,Veronica,R,Rana,07-05-1978,M,F,veronica12@adventure-works.com,40000,0,Bachelors,Clerical
19454,Roger,L,Sharma,13-02-1973,M,M,roger37@adventure-works.com,40000,0,Bachelors,Clerical
19455,Jack,,Perez,29-11-1972,S,M,jack38@adventure-works.com,40000,0,Bachelors,Clerical
19456,Jesse,,Perez,23-01-1933,M,M,jesse27@adventure-works.com,20000,2,High School,Manual
19457,Jennifer,E,Williams,16-01-1933,S,F,jennifer30@adventure-works.com,30000,1,Partial College,Manual
19458,Tyrone,F,Blanco,21-04-1972,M,M,tyrone14@adventure-works.com,30000,1,Bachelors,Skilled Manual
19459,Katie,,Yuan,24-03-1972,M,F,katie9@adventure-works.com,30000,1,Bachelors,Skilled Manual
19460,Arthur,,Diaz,11-12-1971,M,M,arthur26@adventure-works.com,30000,1,Bachelors,Skilled Manual
19461,Nichole,K,Shan,19-04-1971,S,F,nichole10@adventure-works.com,10000,4,Partial High School,Manual
19462,Paige,J,Travers,13-10-1976,S,F,paige27@adventure-works.com,20000,2,High School,Manual
19463,Cassandra,,Chandra,20-05-1971,M,F,cassandra2@adventure-works.com,30000,1,Bachelors,Skilled Manual
19464,Tyrone,,Alonso,08-05-1935,M,M,tyrone8@adventure-works.com,10000,4,High School,Manual
19465,Sierra,,Baker,02-09-1934,S,F,sierra14@adventure-works.com,10000,4,High School,Manual
19466,Morgan,F,Lopez,20-07-1969,M,F,morgan18@adventure-works.com,10000,3,Partial High School,Manual
19467,Krista,,Alvarez,09-10-1969,S,F,krista5@adventure-works.com,20000,3,High School,Manual
19468,Ramon,,Lin,04-08-1974,S,M,ramon7@adventure-works.com,10000,3,Partial High School,Manual
19469,Valerie,J,Cai,13-08-1968,S,F,valerie23@adventure-works.com,10000,3,Partial High School,Manual
19470,Kelli,,Ye,09-09-1974,S,F,kelli10@adventure-works.com,20000,3,High School,Manual
19471,Bryant,,Martinez,30-10-1968,S,M,bryant17@adventure-works.com,20000,3,High School,Manual
19472,Heidi,T,Sara,08-02-1974,S,F,heidi12@adventure-works.com,20000,3,High School,Manual
19473,Roger,,Chande,22-08-1974,S,M,roger42@adventure-works.com,20000,3,High School,Manual
19474,Jenny,L,Luo,03-04-1972,S,F,jenny29@adventure-works.com,40000,0,Bachelors,Professional
19475,Mandy,,Ye,31-08-1971,M,F,mandy11@adventure-works.com,40000,0,Bachelors,Professional
19476,Sarah,T,Anderson,21-10-1977,M,F,sarah12@adventure-works.com,40000,0,Bachelors,Professional
19477,Lance,E,Rubio,19-02-1972,M,M,lance21@adventure-works.com,40000,0,Bachelors,Professional
19478,Tasha,R,Goel,23-06-1972,M,F,tasha20@adventure-works.com,60000,0,Graduate Degree,Skilled Manual
19479,Jessica,,Gray,04-06-1974,S,F,jessica18@adventure-works.com,20000,4,High School,Manual
19480,Lisa,R,Zeng,07-10-1973,M,F,lisa25@adventure-works.com,30000,1,Partial College,Clerical
19481,Darren,C,Suarez,11-05-1973,M,M,darren42@adventure-works.com,30000,1,Partial College,Clerical
19482,Andy,A,Ortega,17-12-1967,M,M,andy25@adventure-works.com,30000,1,Partial College,Clerical
19483,Michele,R,Serrano,30-03-1945,M,F,michele50@adventure-works.com,50000,1,Graduate Degree,Skilled Manual
19484,Willie,M,Liang,26-08-1970,M,M,willie15@adventure-works.com,30000,2,Partial College,Clerical
19485,Raul,L,Shan,02-05-1971,S,M,raul9@adventure-works.com,30000,2,Partial College,Clerical
19486,Melanie,,Price,25-09-1970,M,F,melanie15@adventure-works.com,40000,1,Bachelors,Skilled Manual
19487,Dwayne,,Gutierrez,11-01-1970,M,M,dwayne10@adventure-works.com,30000,2,Partial College,Clerical
19488,Jamie,,Lin,10-12-1969,S,F,jamie10@adventure-works.com,30000,2,Partial College,Clerical
19489,Alexandra,A,Patterson,05-08-1969,S,F,alexandra33@adventure-works.com,30000,2,Partial College,Clerical
19490,Kristina,D,Smith,16-05-1970,S,F,kristina9@adventure-works.com,30000,2,Partial College,Clerical
19491,Stanley,,Prasad,08-12-1980,S,M,stanley10@adventure-works.com,30000,2,Partial College,Clerical
19492,Andres,,Andersen,15-04-1975,S,M,andres10@adventure-works.com,30000,2,Partial College,Clerical
19493,Karla,,Shan,09-11-1969,M,F,karla11@adventure-works.com,40000,1,Bachelors,Skilled Manual
19494,Sergio,C,Martinez,16-09-1984,S,M,sergio18@adventure-works.com,20000,4,High School,Manual
19495,Francis,,Gill,31-10-1984,S,M,francis11@adventure-works.com,20000,4,High School,Manual
19496,Edgar,,Subram,08-07-1984,S,M,edgar14@adventure-works.com,30000,3,Partial College,Clerical
19497,Raul,,She,23-10-1984,S,M,raul1@adventure-works.com,30000,3,Partial College,Clerical
19498,Christy,,Wang,02-08-1984,S,F,christy1@adventure-works.com,30000,3,Partial College,Clerical
19499,Shawn,A,Black,22-05-1969,M,M,shawn22@adventure-works.com,40000,1,Bachelors,Skilled Manual
19500,Russell,,Shan,13-05-1974,M,M,russell13@adventure-works.com,40000,1,Bachelors,Skilled Manual
19501,Allison,,Edwards,07-05-1973,M,F,allison22@adventure-works.com,30000,1,Partial College,Clerical
19502,Felicia,,Carlson,30-01-1973,M,F,felicia17@adventure-works.com,40000,1,Bachelors,Skilled Manual
19503,Bridget,A,Luo,23-09-1967,M,F,bridget7@adventure-works.com,40000,1,Bachelors,Skilled Manual
19504,Dominic,A,Garcia,10-02-1968,M,M,dominic15@adventure-works.com,40000,1,Bachelors,Skilled Manual
19505,Gilbert,,She,09-09-1983,S,M,gilbert21@adventure-works.com,30000,4,Partial College,Clerical
19506,Candice,K,Lin,11-12-1983,S,F,candice13@adventure-works.com,30000,4,Partial College,Clerical
19507,Raul,,Shen,10-06-1983,S,M,raul3@adventure-works.com,30000,5,Partial College,Clerical
19508,Troy,L,Rana,30-04-1981,M,M,troy12@adventure-works.com,10000,0,Partial High School,Manual
19509,Nancy,,Suri,18-07-1981,S,F,nancy5@adventure-works.com,30000,0,Partial College,Clerical
19510,Renee,L,Torres,16-11-1981,S,F,renee11@adventure-works.com,30000,0,Partial College,Clerical
19511,Marcus,L,Ward,16-11-1981,S,M,marcus78@adventure-works.com,30000,0,Partial College,Clerical
19512,Marco,,Kapoor,08-01-1982,M,M,marco1@adventure-works.com,30000,0,Partial College,Clerical
19513,Jessie,,Liang,02-06-1985,M,M,jessie21@adventure-works.com,20000,0,Partial High School,Manual
19514,Kari,,Rodriguez,16-11-1985,S,F,kari19@adventure-works.com,20000,0,Partial High School,Manual
19515,Nancy,,Garcia,13-02-1986,S,F,nancy18@adventure-works.com,30000,0,Partial College,Clerical
19516,Kaitlyn,,Griffin,08-07-1980,S,F,kaitlyn88@adventure-works.com,30000,0,Partial College,Clerical
19517,Max,,Gomez,21-03-1981,S,M,max2@adventure-works.com,30000,0,Partial College,Clerical
19518,Clifford,,Arun,09-07-1980,S,M,clifford7@adventure-works.com,30000,0,Partial College,Clerical
19519,Bianca,D,Zhu,17-04-1979,S,F,bianca10@adventure-works.com,10000,0,Partial High School,Manual
19520,Kari,,Muñoz,17-02-1984,M,F,kari27@adventure-works.com,20000,0,Partial High School,Manual
19521,Jaime,R,Dominguez,22-09-1978,S,F,jaime14@adventure-works.com,20000,0,Partial High School,Manual
19522,Christian,,Powell,12-08-1985,M,M,christian23@adventure-works.com,20000,0,Partial High School,Manual
19523,Brittney,,Holt,23-08-1983,S,F,brittney4@adventure-works.com,30000,0,High School,Manual
19524,Denise,,Malhotra,03-08-1983,S,F,denise7@adventure-works.com,30000,0,High School,Manual
19525,Hannah,,Flores,21-11-1965,S,F,hannah34@adventure-works.com,40000,0,Bachelors,Professional
19526,Angela,,Cooper,31-12-1972,S,F,angela35@adventure-works.com,50000,0,Partial College,Skilled Manual
19527,Gabriel,S,Adams,12-06-1978,S,M,gabriel47@adventure-works.com,50000,0,Partial College,Skilled Manual
19528,Bailey,C,Hall,10-11-1972,S,F,bailey42@adventure-works.com,50000,0,Partial College,Skilled Manual
19529,Bailey,A,Parker,05-08-1978,S,F,bailey28@adventure-works.com,60000,0,Graduate Degree,Professional
19530,Lisa,,Liang,31-12-1972,S,F,lisa20@adventure-works.com,60000,0,Graduate Degree,Professional
19531,John,I,Robinson,04-04-1973,S,M,john40@adventure-works.com,60000,0,Graduate Degree,Professional
19532,Victoria,B,Brown,31-07-1972,S,F,victoria5@adventure-works.com,60000,0,Graduate Degree,Professional
19533,Vanessa,R,Long,02-10-1972,S,F,vanessa10@adventure-works.com,60000,0,Graduate Degree,Professional
19534,Adrian,,Torres,21-12-1972,S,M,adrian6@adventure-works.com,60000,0,Graduate Degree,Professional
19535,Alex,S,Mitchell,18-01-1973,S,M,alex40@adventure-works.com,60000,0,Graduate Degree,Professional
19536,Brooke,,Cooper,07-11-1965,M,F,brooke15@adventure-works.com,60000,1,Partial College,Skilled Manual
19537,Michelle,C,Brooks,02-10-1971,M,F,michelle3@adventure-works.com,60000,1,Partial College,Skilled Manual
19538,Connor,E,Hall,07-10-1965,M,M,connor49@adventure-works.com,60000,1,Partial College,Skilled Manual
19539,Latoya,,Raji,26-03-1965,M,F,latoya20@adventure-works.com,60000,1,Partial College,Skilled Manual
19540,Jade,R,Richardson,01-04-1965,M,F,jade7@adventure-works.com,60000,4,Bachelors,Professional
19541,Alexandra,,Cooper,05-09-1964,M,F,alexandra12@adventure-works.com,60000,4,Bachelors,Professional
19542,Robert,E,Allen,17-01-1965,M,M,robert88@adventure-works.com,70000,1,Graduate Degree,Professional
19543,Evan,,Torres,07-01-1965,M,M,evan4@adventure-works.com,70000,5,Graduate Degree,Professional
19544,Katherine,R,Price,04-09-1964,M,F,katherine25@adventure-works.com,70000,5,Graduate Degree,Professional
19545,Garrett,R,Watson,14-10-1980,S,M,garrett4@adventure-works.com,60000,1,Bachelors,Professional
19546,Angel,D,Campbell,07-12-1963,S,M,angel29@adventure-works.com,60000,1,Bachelors,Professional
19547,Lauren,A,Patterson,11-08-1974,M,F,lauren58@adventure-works.com,60000,1,Bachelors,Professional
19548,Kaitlyn,R,Howard,16-04-1964,M,F,kaitlyn58@adventure-works.com,60000,1,Bachelors,Professional
19549,Kevin,,Sharma,18-02-1964,M,M,kevin33@adventure-works.com,60000,1,Bachelors,Professional
19550,Lucas,C,Perez,06-10-1969,M,M,lucas4@adventure-works.com,60000,1,Bachelors,Professional
19551,Samuel,,Alexander,29-01-1969,M,M,samuel18@adventure-works.com,70000,5,Graduate Degree,Professional
19552,Margaret,M,Zhu,03-07-1969,M,F,margaret20@adventure-works.com,70000,5,Graduate Degree,Professional
19553,Karen,P,Wang,03-04-1964,M,F,karen11@adventure-works.com,70000,5,Graduate Degree,Professional
19554,Emmanuel,W,Raman,02-10-1969,S,M,emmanuel11@adventure-works.com,70000,5,Bachelors,Professional
19555,Alejandro,R,Liu,21-07-1974,M,M,alejandro6@adventure-works.com,90000,1,Graduate Degree,Management
19556,Shawna,C,Andersen,31-12-1974,M,F,shawna14@adventure-works.com,90000,1,Graduate Degree,Management
19557,Bridget,M,She,08-03-1974,S,F,bridget1@adventure-works.com,60000,2,Bachelors,Professional
19558,Gloria,R,Ortega,05-09-1975,M,F,gloria22@adventure-works.com,80000,4,Graduate Degree,Management
19559,Cedric,,Cai,13-12-1981,M,M,cedric21@adventure-works.com,80000,5,Graduate Degree,Management
19560,Randall,B,Martin,23-04-1981,M,M,randall1@adventure-works.com,90000,2,Bachelors,Professional
19561,Orlando,,Serrano,17-11-1975,M,M,orlando16@adventure-works.com,90000,2,Bachelors,Professional
19562,Leah,R,Guo,22-03-1974,S,F,leah14@adventure-works.com,60000,2,Bachelors,Professional
19563,Robin,,Moreno,15-04-1974,M,F,robin3@adventure-works.com,60000,2,Bachelors,Professional
19564,Lawrence,M,Gutierrez,12-12-1979,M,M,lawrence9@adventure-works.com,60000,2,Bachelors,Professional
19565,Patricia,J,Saunders,02-08-1984,M,F,patricia14@adventure-works.com,60000,2,Bachelors,Professional
19566,Ruben,A,Sara,04-08-1973,S,M,ruben11@adventure-works.com,70000,5,Bachelors,Professional
19567,Barbara,,Hu,10-12-1972,M,F,barbara29@adventure-works.com,70000,5,Bachelors,Professional
19568,Candice,A,Sun,06-03-1975,M,F,candice19@adventure-works.com,120000,1,Graduate Degree,Management
19569,Kellie,,Torres,09-12-1978,M,F,kellie10@adventure-works.com,70000,5,Bachelors,Professional
19570,Kristy,J,Navarro,10-11-1972,M,F,kristy9@adventure-works.com,80000,5,Graduate Degree,Management
19571,Sydney,,Johnson,09-08-1978,S,F,sydney65@adventure-works.com,80000,5,Graduate Degree,Management
19572,Melissa,C,Bailey,17-04-1978,M,F,melissa38@adventure-works.com,80000,5,Graduate Degree,Management
19573,Deanna,T,Rubio,10-11-1978,M,F,deanna47@adventure-works.com,80000,5,Graduate Degree,Management
19574,Michele,J,Ramos,10-08-1971,S,F,michele51@adventure-works.com,80000,5,Graduate Degree,Management
19575,Marco,L,Patel,20-02-1983,S,M,marco3@adventure-works.com,80000,5,Bachelors,Professional
19576,Mackenzie,,Hill,20-07-1971,S,F,mackenzie33@adventure-works.com,90000,0,Bachelors,Professional
19577,Martin,,Perez,16-08-1977,M,M,martin5@adventure-works.com,90000,0,Bachelors,Professional
19578,Max,L,Rubio,11-02-1971,M,M,max19@adventure-works.com,60000,3,Bachelors,Professional
19579,Dawn,F,Zheng,24-02-1971,M,F,dawn21@adventure-works.com,60000,3,Bachelors,Professional
19580,Eddie,A,Sanz,04-03-1971,M,M,eddie20@adventure-works.com,60000,3,Bachelors,Professional
19581,Todd,,Ma,08-08-1970,M,M,todd15@adventure-works.com,70000,5,Bachelors,Professional
19582,Bethany,,Luo,25-03-1974,S,F,bethany9@adventure-works.com,70000,5,Bachelors,Professional
19583,Jake,L,Li,12-11-1973,M,M,jake3@adventure-works.com,70000,5,Bachelors,Professional
19584,Terrance,,Sanchez,05-05-1979,S,M,terrance18@adventure-works.com,70000,0,Bachelors,Professional
19585,Kristi,,Fernandez,14-05-1974,S,F,kristi33@adventure-works.com,70000,0,Bachelors,Professional
19586,Alvin,M,Sharma,04-12-1973,S,M,alvin32@adventure-works.com,70000,0,Bachelors,Professional
19587,Alyssa,,Martin,25-12-1973,M,F,alyssa14@adventure-works.com,80000,5,Bachelors,Professional
19588,Raymond,R,Raman,01-01-1974,M,M,raymond14@adventure-works.com,80000,5,Bachelors,Professional
19589,Jake,,Huang,07-03-1970,M,M,jake6@adventure-works.com,60000,3,Bachelors,Professional
19590,Martin,S,Subram,16-09-1980,M,M,martin18@adventure-works.com,60000,4,Bachelors,Professional
19591,Derek,D,Raji,31-08-1969,S,M,derek19@adventure-works.com,70000,0,Bachelors,Professional
19592,Tara,,Xu,21-02-1974,S,F,tara5@adventure-works.com,60000,3,Bachelors,Professional
19593,Carla,K,Rana,12-04-1969,S,F,carla13@adventure-works.com,60000,3,Bachelors,Professional
19594,Suzanne,,Liu,14-02-1969,S,F,suzanne5@adventure-works.com,70000,0,Bachelors,Professional
19595,Carl,,Raji,12-09-1968,S,M,carl20@adventure-works.com,70000,0,Bachelors,Professional
19596,Allen,,Fernandez,07-05-1974,S,M,allen14@adventure-works.com,70000,0,Bachelors,Professional
19597,Jay,,Martin,20-03-1984,M,M,jay29@adventure-works.com,90000,4,Bachelors,Professional
19598,Kaitlyn,,Powell,05-12-1973,M,F,kaitlyn75@adventure-works.com,60000,1,Bachelors,Professional
19599,Alvin,,Jai,01-02-1972,M,M,alvin33@adventure-works.com,60000,1,Partial College,Skilled Manual
19600,Lacey,,Andersen,11-02-1967,M,F,lacey3@adventure-works.com,60000,1,Partial College,Skilled Manual
19601,Alfredo,,Suarez,17-07-1966,M,M,alfredo20@adventure-works.com,60000,1,Partial College,Skilled Manual
19602,Stanley,,Madan,09-10-1971,S,M,stanley8@adventure-works.com,100000,0,Bachelors,Professional
19603,Tabitha,L,Hernandez,18-05-1972,S,F,tabitha23@adventure-works.com,100000,0,Bachelors,Professional
19604,Wendy,J,Blanco,05-03-1972,S,F,wendy14@adventure-works.com,110000,0,Graduate Degree,Management
19605,Brad,H,Shan,24-11-1971,M,M,brad10@adventure-works.com,60000,1,Partial College,Skilled Manual
19606,Gabriel,,Parker,20-11-1937,S,M,gabriel30@adventure-works.com,20000,3,High School,Skilled Manual
19607,Troy,R,Subram,21-08-1970,S,M,troy14@adventure-works.com,70000,0,Bachelors,Professional
19608,Harold,,Prasad,23-04-1982,M,M,harold6@adventure-works.com,80000,5,Bachelors,Professional
19609,Kari,,Martinez,20-12-1969,S,F,kari18@adventure-works.com,70000,0,Bachelors,Professional
19610,Deborah,,Andersen,19-06-1970,M,F,deborah17@adventure-works.com,90000,1,Bachelors,Professional
19611,Meagan,,Prasad,13-04-1969,S,F,meagan9@adventure-works.com,70000,0,Bachelors,Professional
19612,Marvin,,Sanz,22-02-1974,S,M,marvin20@adventure-works.com,70000,0,Bachelors,Professional
19613,Ruben,,Garcia,15-03-1980,S,M,ruben16@adventure-works.com,70000,0,Bachelors,Professional
19614,Wyatt,E,Williams,31-01-1969,S,M,wyatt2@adventure-works.com,70000,0,Bachelors,Professional
19615,Franklin,,Sun,29-11-1973,S,M,franklin12@adventure-works.com,60000,1,Partial College,Skilled Manual
19616,Stefanie,K,Rana,02-12-1967,M,F,stefanie8@adventure-works.com,60000,1,Partial College,Skilled Manual
19617,Keith,,Nath,12-03-1973,M,M,keith22@adventure-works.com,70000,5,Bachelors,Professional
19618,Ross,,Johnsen,07-11-1967,M,M,ross26@adventure-works.com,70000,5,Partial College,Skilled Manual
19619,Eduardo,,Morris,10-05-1968,M,M,eduardo85@adventure-works.com,70000,5,Partial College,Skilled Manual
19620,Andy,,Vazquez,12-11-1972,S,M,andy19@adventure-works.com,60000,1,Partial College,Skilled Manual
19621,Mariah,H,Barnes,04-12-1963,M,F,mariah7@adventure-works.com,80000,5,Bachelors,Professional
19622,Roger,,Yuan,24-06-1964,M,M,roger34@adventure-works.com,90000,2,Bachelors,Professional
19623,Cristina,D,Tang,09-05-1964,M,F,cristina4@adventure-works.com,100000,4,Bachelors,Management
19624,Wesley,L,Zhu,09-07-1962,M,M,wesley14@adventure-works.com,70000,1,Partial College,Skilled Manual
19625,Ivan,C,Gonzalez,12-09-1973,S,M,ivan15@adventure-works.com,70000,1,Partial College,Skilled Manual
19626,Bradley,,Anand,05-10-1971,M,M,bradley24@adventure-works.com,70000,5,Partial College,Skilled Manual
19627,Kari,,Blanco,03-08-1965,M,F,kari36@adventure-works.com,70000,5,Partial College,Skilled Manual
19628,Holly,B,Martinez,07-05-1962,S,F,holly17@adventure-works.com,70000,1,Partial College,Skilled Manual
19629,Theresa,L,Carlson,13-08-1961,M,F,theresa14@adventure-works.com,70000,1,Partial College,Skilled Manual
19630,Jodi,E,Raje,13-03-1962,M,F,jodi14@adventure-works.com,80000,1,Partial College,Skilled Manual
19631,Timothy,,Scott,22-03-1964,M,M,timothy37@adventure-works.com,40000,2,Bachelors,Management
19632,Lawrence,,Vazquez,22-04-1955,S,M,lawrence13@adventure-works.com,10000,2,High School,Skilled Manual
19633,Destiny,B,Gray,21-02-1982,S,F,destiny41@adventure-works.com,30000,0,High School,Skilled Manual
19634,Gregory,,Nath,08-10-1980,M,M,gregory22@adventure-works.com,40000,0,High School,Skilled Manual
19635,Dawn,J,Shan,27-04-1982,S,F,dawn34@adventure-works.com,40000,0,High School,Skilled Manual
19636,Jessica,,Lee,17-05-1982,M,F,jessica70@adventure-works.com,40000,0,High School,Skilled Manual
19637,Eduardo,F,Long,04-01-1982,S,M,eduardo54@adventure-works.com,40000,0,High School,Skilled Manual
19638,Kimberly,P,Peterson,25-04-1986,M,F,kimberly8@adventure-works.com,30000,0,High School,Skilled Manual
19639,Victor,,Gill,12-09-1985,S,M,victor14@adventure-works.com,30000,0,High School,Skilled Manual
19640,Richard,T,Walker,17-03-1986,M,M,richard17@adventure-works.com,30000,0,High School,Skilled Manual
19641,Richard,,Evans,18-09-1985,S,M,richard37@adventure-works.com,30000,0,Partial High School,Clerical
19642,Kaylee,,Evans,05-09-1984,S,F,kaylee20@adventure-works.com,30000,0,Partial High School,Clerical
19643,Jacqueline,F,Watson,21-06-1984,M,F,jacqueline24@adventure-works.com,40000,0,High School,Skilled Manual
19644,Gloria,,Gill,20-03-1983,S,F,gloria14@adventure-works.com,30000,0,Partial High School,Clerical
19645,Carlos,,Rogers,18-07-1982,M,M,carlos22@adventure-works.com,40000,0,High School,Skilled Manual
19646,Ian,,Lee,01-01-1985,S,M,ian20@adventure-works.com,30000,0,Partial High School,Clerical
19647,Hailey,,Sanders,16-04-1985,S,F,hailey20@adventure-works.com,30000,0,Partial High School,Clerical
19648,Lauren,A,Hall,02-04-1985,S,F,lauren42@adventure-works.com,30000,0,Partial High School,Clerical
19649,Elizabeth,L,Martin,22-02-1985,S,F,elizabeth18@adventure-works.com,40000,0,High School,Skilled Manual
19650,Sabrina,A,Sanz,24-10-1944,M,F,sabrina14@adventure-works.com,30000,2,Partial College,Clerical
19651,Jarrod,C,Perez,13-05-1945,M,M,jarrod20@adventure-works.com,40000,2,Bachelors,Management
19652,Douglas,W,Rodriguez,15-05-1948,S,M,douglas23@adventure-works.com,40000,2,Bachelors,Management
19653,Tina,,Gonzalez,12-09-1947,M,F,tina20@adventure-works.com,50000,2,Graduate Degree,Management
19654,Richard,M,Alexander,15-10-1981,M,M,richard74@adventure-works.com,40000,0,High School,Skilled Manual
19655,Cindy,M,Murphy,14-05-1982,S,F,cindy24@adventure-works.com,60000,0,Partial College,Skilled Manual
19656,Sydney,,Travers,20-02-1980,M,F,sydney14@adventure-works.com,30000,0,Partial College,Skilled Manual
19657,Emily,,Griffin,19-09-1977,S,F,emily46@adventure-works.com,80000,0,Bachelors,Management
19658,Dylan,W,Russell,02-10-1973,S,M,dylan19@adventure-works.com,90000,4,Bachelors,Management
19659,Wyatt,,Robinson,18-11-1974,S,M,wyatt19@adventure-works.com,70000,0,Partial College,Skilled Manual
19660,Devin,,Hill,03-08-1968,M,M,devin27@adventure-works.com,80000,4,Bachelors,Management
19661,Nathaniel,A,Cox,24-08-1973,S,M,nathaniel11@adventure-works.com,90000,4,Bachelors,Management
19662,Lauren,E,Powell,17-05-1979,M,F,lauren56@adventure-works.com,90000,4,Bachelors,Management
19663,Alex,,Allen,11-05-1985,M,M,alex46@adventure-works.com,90000,4,Partial College,Skilled Manual
19664,Ethan,A,Alexander,14-07-1979,S,M,ethan15@adventure-works.com,100000,3,Bachelors,Management
19665,Eduardo,C,Gonzales,10-10-1973,M,M,eduardo61@adventure-works.com,110000,2,Graduate Degree,Management
19666,Hailey,C,Alexander,05-06-1950,M,F,hailey39@adventure-works.com,10000,5,High School,Skilled Manual
19667,Billy,C,Carlson,14-01-1950,M,M,billy18@adventure-works.com,20000,4,High School,Skilled Manual
19668,Erick,C,Patel,10-04-1984,M,M,erick2@adventure-works.com,40000,0,Partial College,Skilled Manual
19669,Hailey,,Hill,25-10-1983,S,F,hailey61@adventure-works.com,40000,0,Partial College,Skilled Manual
19670,Erik,S,Gutierrez,13-09-1983,S,M,erik11@adventure-works.com,60000,0,Partial College,Skilled Manual
19671,Michael,B,Davis,30-12-1983,M,M,michael37@adventure-works.com,60000,0,Partial College,Skilled Manual
19672,Rosa,A,Zhao,14-12-1950,M,F,rosa11@adventure-works.com,10000,2,Partial High School,Clerical
19673,Mathew,A,Navarro,13-08-1950,M,M,mathew6@adventure-works.com,10000,2,Partial High School,Clerical
19674,Casey,C,Deng,27-03-1951,S,F,casey1@adventure-works.com,10000,2,Partial High School,Clerical
19675,Dwayne,A,Gill,07-09-1951,M,M,dwayne13@adventure-works.com,20000,4,High School,Skilled Manual
19676,Diana,,Gutierrez,14-03-1952,M,F,diana10@adventure-works.com,20000,4,High School,Skilled Manual
19677,Dylan,,Shan,15-11-1957,M,M,dylan30@adventure-works.com,20000,4,High School,Skilled Manual
19678,Martin,,Rodriguez,03-02-1977,M,M,martin3@adventure-works.com,60000,1,Graduate Degree,Skilled Manual
19679,Erick,C,Rana,07-03-1982,M,M,erick11@adventure-works.com,60000,1,Graduate Degree,Skilled Manual
19680,Jan,,King,01-06-1977,M,F,jan16@adventure-works.com,60000,1,Graduate Degree,Skilled Manual
19681,Morgan,,King,06-09-1983,M,F,morgan16@adventure-works.com,50000,1,Graduate Degree,Skilled Manual
19682,Eric,,Kumar,04-02-1978,M,M,eric36@adventure-works.com,50000,1,Bachelors,Skilled Manual
19683,Marcus,,Parker,06-07-1977,M,M,marcus45@adventure-works.com,60000,1,Graduate Degree,Skilled Manual
19684,Alexandra,,Lee,31-08-1975,S,F,alexandra86@adventure-works.com,90000,0,Partial College,Professional
19685,Brandy,C,Perez,13-09-1969,M,F,brandy17@adventure-works.com,110000,3,Bachelors,Management
19686,Charles,D,Hernandez,19-12-1969,M,M,charles30@adventure-works.com,130000,2,Graduate Degree,Management
19687,Connor,,Coleman,29-11-1969,M,M,connor2@adventure-works.com,130000,3,Bachelors,Management
19688,Timothy,,Baker,11-08-1961,M,M,timothy33@adventure-works.com,70000,4,Partial College,Professional
19689,Elizabeth,E,Gonzales,08-09-1961,S,F,elizabeth45@adventure-works.com,90000,2,Partial College,Professional
19690,Robert,C,White,18-05-1945,S,M,robert71@adventure-works.com,170000,0,Graduate Degree,Management
